Rank,NOC,Gold,Silver,Bronze,Total,Year,is_host,total_events,total_lag1,gold_lag1,total_lag2,total_rolling3_mean,total_change,participation_count,gold_ratio
35,Turkey,2,2,9,13,2020,0,339,8.0,1.0,3.0,5.333333333333333,5.0,18,0.15384615384615385
64,Turkey,0,3,5,8,2024,0,329,13.0,2.0,8.0,8.0,-5.0,19,0.0
77,Turkmenistan,0,1,0,1,2020,0,339,0.0,0.0,0.0,0.0,1.0,1,0.0
36,Uganda,0,1,1,2,1968,0,172,0.0,0.0,0.0,0.0,2.0,1,0.0
24,Uganda,1,1,0,2,1972,0,195,2.0,0.0,0.0,2.0,0.0,2,0.5
32,Uganda,0,1,0,1,1980,0,203,2.0,1.0,2.0,2.0,-1.0,3,0.0
71,Uganda,0,0,1,1,1996,0,271,1.0,0.0,2.0,1.6666666666666667,0.0,4,0.0
50,Uganda,1,0,0,1,2012,0,302,1.0,0.0,1.0,1.3333333333333333,0.0,5,1.0
36,Uganda,2,1,1,4,2020,0,339,1.0,1.0,1.0,1.0,3.0,6,0.5
55,Uganda,1,1,0,2,2024,0,329,4.0,2.0,1.0,2.0,-2.0,7,0.5
9,Ukraine,9,2,12,23,1996,0,271,0.0,0.0,0.0,0.0,23.0,1,0.391304347826087
21,Ukraine,3,10,10,23,2000,0,300,23.0,9.0,0.0,23.0,0.0,2,0.13043478260869565
13,Ukraine,8,5,9,22,2004,0,301,23.0,3.0,23.0,23.0,-1.0,3,0.36363636363636365
12,Ukraine,7,4,11,22,2008,0,302,22.0,8.0,23.0,22.666666666666668,0.0,4,0.3181818181818182
15,Ukraine,5,4,10,19,2012,0,302,22.0,7.0,22.0,22.333333333333332,-3.0,5,0.2631578947368421
31,Ukraine,2,5,4,11,2016,0,306,19.0,5.0,22.0,21.0,-8.0,6,0.18181818181818182
44,Ukraine,1,6,12,19,2020,0,339,11.0,2.0,19.0,17.333333333333332,8.0,7,0.05263157894736842
22,Ukraine,3,5,4,12,2024,0,329,19.0,1.0,11.0,16.333333333333332,-7.0,8,0.25
1,Unified Team,45,38,29,112,1992,0,257,0.0,0.0,0.0,0.0,112.0,1,0.4017857142857143
54,United Arab Emirates,1,0,0,1,2004,0,301,0.0,0.0,0.0,0.0,1.0,1,1.0
78,United Arab Emirates,0,0,1,1,2016,0,306,1.0,1.0,0.0,1.0,0.0,2,0.0
1,United States,11,7,2,20,1896,0,43,0.0,0.0,0.0,0.0,20.0,1,0.55
2,United States,19,14,15,48,1900,0,97,20.0,11.0,0.0,20.0,28.0,2,0.3958333333333333
1,United States,76,78,77,231,1904,1,95,48.0,19.0,20.0,34.0,183.0,3,0.329004329004329
2,United States,23,12,12,47,1908,0,110,231.0,76.0,48.0,99.66666666666667,-184.0,4,0.48936170212765956
1,United States,26,19,19,64,1912,0,102,47.0,23.0,231.0,108.66666666666667,17.0,5,0.40625
1,United States,41,27,27,95,1920,0,156,64.0,26.0,47.0,114.0,31.0,6,0.43157894736842106
1,United States,45,27,27,99,1924,0,126,95.0,41.0,64.0,68.66666666666667,4.0,7,0.45454545454545453
1,United States,22,18,16,56,1928,0,109,99.0,45.0,95.0,86.0,-43.0,8,0.39285714285714285
1,United States,44,36,30,110,1932,1,117,56.0,22.0,99.0,83.33333333333333,54.0,9,0.4
2,United States,24,21,12,57,1936,0,129,110.0,44.0,56.0,88.33333333333333,-53.0,10,0.42105263157894735
1,United States,38,27,19,84,1948,0,136,57.0,24.0,110.0,74.33333333333333,27.0,11,0.4523809523809524
1,United States,40,19,17,76,1952,0,149,84.0,38.0,57.0,83.66666666666667,-8.0,12,0.5263157894736842
2,United States,32,25,17,74,1956,0,151,76.0,40.0,84.0,72.33333333333333,-2.0,13,0.43243243243243246
2,United States,34,21,16,71,1960,0,150,74.0,32.0,76.0,78.0,-3.0,14,0.4788732394366197
1,United States,36,26,28,90,1964,0,163,71.0,34.0,74.0,73.66666666666667,19.0,15,0.4
1,United States,45,28,34,107,1968,0,172,90.0,36.0,71.0,78.33333333333333,17.0,16,0.4205607476635514
2,United States,33,31,30,94,1972,0,195,107.0,45.0,90.0,89.33333333333333,-13.0,17,0.35106382978723405
3,United States,34,35,25,94,1976,0,198,94.0,33.0,107.0,97.0,0.0,18,0.3617021276595745
1,United States,83,61,30,174,1984,1,221,94.0,34.0,94.0,98.33333333333333,80.0,19,0.47701149425287354
3,United States,36,31,27,94,1988,0,237,174.0,83.0,94.0,120.66666666666667,-80.0,20,0.3829787234042553
2,United States,37,34,37,108,1992,0,257,94.0,36.0,174.0,120.66666666666667,14.0,21,0.3425925925925926
1,United States,44,32,25,101,1996,1,271,108.0,37.0,94.0,125.33333333333333,-7.0,22,0.43564356435643564
1,United States,37,24,32,93,2000,0,300,101.0,44.0,108.0,101.0,-8.0,23,0.3978494623655914
1,United States,36,39,26,101,2004,0,301,93.0,37.0,101.0,100.66666666666667,8.0,24,0.3564356435643564
2,United States,36,39,37,112,2008,0,302,101.0,36.0,93.0,98.33333333333333,11.0,25,0.32142857142857145
1,United States,48,26,30,104,2012,0,302,112.0,36.0,101.0,102.0,-8.0,26,0.46153846153846156
1,United States,46,37,38,121,2016,0,306,104.0,48.0,112.0,105.66666666666667,17.0,27,0.38016528925619836
1,United States,39,41,33,113,2020,0,339,121.0,46.0,104.0,112.33333333333333,-8.0,28,0.34513274336283184
1,United States,40,44,42,126,2024,0,329,113.0,39.0,121.0,112.66666666666667,13.0,29,0.31746031746031744
7,United Team of Germany,6,13,7,26,1956,0,151,0.0,0.0,0.0,0.0,26.0,1,0.23076923076923078
4,United Team of Germany,12,19,11,42,1960,0,150,26.0,6.0,0.0,26.0,16.0,2,0.2857142857142857
4,United Team of Germany,10,22,18,50,1964,0,163,42.0,12.0,26.0,34.0,8.0,3,0.2
19,Uruguay,1,0,0,1,1924,0,126,0.0,0.0,0.0,0.0,1.0,1,1.0
24,Uruguay,1,0,0,1,1928,0,109,1.0,1.0,0.0,1.0,0.0,2,1.0
26,Uruguay,0,0,1,1,1932,0,117,1.0,1.0,1.0,1.0,0.0,3,0.0
26,Uruguay,0,1,1,2,1948,0,136,1.0,0.0,1.0,1.0,1.0,4,0.0
37,Uruguay,0,0,2,2,1952,0,149,2.0,0.0,1.0,1.3333333333333333,0.0,5,0.0
35,Uruguay,0,0,1,1,1956,0,151,2.0,0.0,2.0,1.6666666666666667,-1.0,6,0.0
35,Uruguay,0,0,1,1,1964,0,163,1.0,0.0,2.0,1.6666666666666667,0.0,7,0.0
64,Uruguay,0,1,0,1,2000,0,300,1.0,0.0,1.0,1.3333333333333333,0.0,8,0.0
58,Uzbekistan,0,1,1,2,1996,0,271,0.0,0.0,0.0,0.0,2.0,1,0.0
43,Uzbekistan,1,1,2,4,2000,0,300,2.0,0.0,0.0,2.0,2.0,2,0.25
35,Uzbekistan,2,1,2,5,2004,0,301,4.0,1.0,2.0,3.0,1.0,3,0.4
63,Uzbekistan,0,1,3,4,2008,0,302,5.0,2.0,4.0,3.6666666666666665,-1.0,4,0.0
76,Uzbekistan,0,0,3,3,2012,0,302,4.0,0.0,5.0,4.333333333333333,-1.0,5,0.0
21,Uzbekistan,4,2,7,13,2016,0,306,3.0,0.0,4.0,4.0,10.0,6,0.3076923076923077
32,Uzbekistan,3,0,2,5,2020,0,339,13.0,4.0,3.0,6.666666666666667,-8.0,7,0.6
13,Uzbekistan,8,2,3,13,2024,0,329,5.0,3.0,13.0,7.0,8.0,8,0.6153846153846154
40,Venezuela,0,0,1,1,1952,0,149,0.0,0.0,0.0,0.0,1.0,1,0.0
41,Venezuela,0,0,1,1,1960,0,150,1.0,0.0,0.0,1.0,0.0,2,0.0
29,Venezuela,1,0,0,1,1968,0,172,1.0,0.0,1.0,1.0,0.0,3,1.0
34,Venezuela,0,1,0,1,1976,0,198,1.0,1.0,1.0,1.0,0.0,4,0.0
32,Venezuela,0,1,0,1,1980,0,203,1.0,0.0,1.0,1.0,0.0,5,0.0
40,Venezuela,0,0,3,3,1984,0,221,1.0,0.0,1.0,1.0,2.0,6,0.0
68,Venezuela,0,0,2,2,2004,0,301,3.0,0.0,1.0,1.6666666666666667,-1.0,7,0.0
82,Venezuela,0,0,1,1,2008,0,302,2.0,0.0,3.0,2.0,-1.0,8,0.0
50,Venezuela,1,0,0,1,2012,0,302,1.0,0.0,2.0,2.0,0.0,9,1.0
62,Venezuela,0,2,1,3,2016,0,306,1.0,1.0,1.0,1.3333333333333333,2.0,10,0.0
46,Venezuela,1,3,0,4,2020,0,339,3.0,0.0,1.0,1.6666666666666667,1.0,11,0.25
64,Vietnam,0,1,0,1,2000,0,300,0.0,0.0,0.0,0.0,1.0,1,0.0
72,Vietnam,0,1,0,1,2008,0,302,1.0,0.0,0.0,1.0,0.0,2,0.0
79,Vietnam,0,0,1,1,2012,0,302,1.0,0.0,1.0,1.0,0.0,3,0.0
48,Vietnam,1,1,0,2,2016,0,306,1.0,0.0,1.0,1.0,1.0,4,0.5
36,Virgin Islands,0,1,0,1,1988,0,237,0.0,0.0,0.0,0.0,1.0,1,0.0
8,West Germany,5,11,10,26,1968,0,172,0.0,0.0,0.0,0.0,26.0,1,0.19230769230769232
4,West Germany,13,11,16,40,1972,1,195,26.0,5.0,0.0,26.0,14.0,2,0.325
4,West Germany,10,12,17,39,1976,0,198,40.0,13.0,26.0,33.0,-1.0,3,0.2564102564102564
3,West Germany,17,19,23,59,1984,0,221,39.0,10.0,40.0,35.0,20.0,4,0.288135593220339
5,West Germany,11,14,15,40,1988,0,237,59.0,17.0,39.0,46.0,-19.0,5,0.275
14,Yugoslavia,2,0,0,2,1924,0,126,0.0,0.0,0.0,0.0,2.0,1,1.0
21,Yugoslavia,1,1,3,5,1928,0,109,2.0,2.0,0.0,2.0,3.0,2,0.2
25,Yugoslavia,0,1,0,1,1936,0,129,5.0,1.0,2.0,3.5,-4.0,3,0.0
24,Yugoslavia,0,2,0,2,1948,0,136,1.0,0.0,5.0,2.6666666666666665,1.0,4,0.0
21,Yugoslavia,1,2,0,3,1952,0,149,2.0,0.0,1.0,2.6666666666666665,1.0,5,0.3333333333333333
26,Yugoslavia,0,3,0,3,1956,0,151,3.0,1.0,2.0,2.0,0.0,6,0.0
18,Yugoslavia,1,1,0,2,1960,0,150,3.0,0.0,3.0,2.6666666666666665,-1.0,7,0.5
19,Yugoslavia,2,1,2,5,1964,0,163,2.0,1.0,3.0,2.6666666666666665,3.0,8,0.4
16,Yugoslavia,3,3,2,8,1968,0,172,5.0,2.0,2.0,3.3333333333333335,3.0,9,0.375
20,Yugoslavia,2,1,2,5,1972,0,195,8.0,3.0,5.0,5.0,-3.0,10,0.4
16,Yugoslavia,2,3,3,8,1976,0,198,5.0,2.0,8.0,6.0,3.0,11,0.25
14,Yugoslavia,2,3,4,9,1980,0,203,8.0,2.0,5.0,7.0,1.0,12,0.2222222222222222
9,Yugoslavia,7,4,7,18,1984,0,221,9.0,2.0,8.0,7.333333333333333,9.0,13,0.3888888888888889
16,Yugoslavia,3,4,5,12,1988,0,237,18.0,7.0,9.0,11.666666666666666,-6.0,14,0.25
43,Zambia,0,0,1,1,1984,0,221,0.0,0.0,0.0,0.0,1.0,1,0.0
61,Zambia,0,1,0,1,1996,0,271,1.0,0.0,0.0,1.0,0.0,2,0.0
84,Zambia,0,0,1,1,2024,0,329,1.0,0.0,1.0,1.0,0.0,3,0.0
23,Zimbabwe,1,0,0,1,1980,0,203,0.0,0.0,0.0,0.0,1.0,1,1.0
49,Zimbabwe,1,1,1,3,2004,0,301,1.0,1.0,0.0,1.0,2.0,2,0.3333333333333333
38,Zimbabwe,1,3,0,4,2008,0,302,3.0,1.0,1.0,2.0,1.0,3,0.25
